Port Name,State,Port Code,Border,Date,Measure,Value,Year,Month,DayOfWeek
Noonan,ND,3420,US-Canada Border,1998-02-01,Trucks,111,1998,Feb,Sun
Hannah,ND,3408,US-Canada Border,2001-11-01,Trucks,32,2001,Nov,Thu
Dalton Cache,AK,3106,US-Canada Border,2002-03-01,Trucks,73,2002,Mar,Fri
Buffalo-Niagara Falls,NY,901,US-Canada Border,2007-06-01,Train Passengers,6252,2007,Jun,Fri
Eagle Pass,TX,2303,US-Mexico Border,2004-06-01,Rail Containers Empty,6105,2004,Jun,Tue
Oroville,WA,3019,US-Canada Border,2010-04-01,Trucks,2523,2010,Apr,Thu
Oroville,WA,3019,US-Canada Border,1998-04-01,Pedestrians,131,1998,Apr,Wed
Madawaska,ME,109,US-Canada Border,2014-09-01,Buses,4,2014,Sep,Mon
Portal,ND,3403,US-Canada Border,2013-08-01,Personal Vehicle Passengers,28048,2013,Aug,Thu
Fort Kent,ME,110,US-Canada Border,1996-02-01,Truck Containers Empty,104,1996,Feb,Thu
Andrade,CA,2502,US-Mexico Border,2016-06-01,Personal Vehicle Passengers,86584,2016,Jun,Wed
Otay Mesa,CA,2506,US-Mexico Border,1998-12-01,Train Passengers,24,1998,Dec,Tue
Sumas,WA,3009,US-Canada Border,2004-09-01,Trains,60,2004,Sep,Wed
El Paso,TX,2402,US-Mexico Border,2011-11-01,Trains,124,2011,Nov,Tue
El Paso,TX,2402,US-Mexico Border,1997-11-01,Rail Containers Empty,1067,1997,Nov,Sat
Oroville,WA,3019,US-Canada Border,2012-02-01,Trucks,2330,2012,Feb,Wed
Buffalo-Niagara Falls,NY,901,US-Canada Border,2014-03-01,Pedestrians,8164,2014,Mar,Sat
Lancaster,MN,3430,US-Canada Border,2007-11-01,Truck Containers Empty,483,2007,Nov,Thu
Sweetgrass,MT,3310,US-Canada Border,2014-11-01,Truck Containers Full,8496,2014,Nov,Sat
Alexandria Bay,NY,708,US-Canada Border,2010-07-01,Trucks,14341,2010,Jul,Thu
Wildhorse,MT,3323,US-Canada Border,2006-09-01,Truck Containers Full,249,2006,Sep,Fri
Laurier,WA,3016,US-Canada Border,2013-10-01,Rail Containers Full,224,2013,Oct,Tue
Buffalo-Niagara Falls,NY,901,US-Canada Border,2010-09-01,Personal Vehicles,487694,2010,Sep,Wed
Nogales,AZ,2604,US-Mexico Border,2017-03-01,Truck Containers Full,32454,2017,Mar,Wed
Progreso,TX,2309,US-Mexico Border,2001-02-01,Truck Containers Empty,1009,2001,Feb,Thu
Sumas,WA,3009,US-Canada Border,2002-06-01,Rail Containers Full,168,2002,Jun,Sat
Highgate Springs-Alburg,VT,212,US-Canada Border,2017-07-01,Personal Vehicle Passengers,154078,2017,Jul,Sat
Fort Fairfield,ME,107,US-Canada Border,2004-04-01,Truck Containers Full,1049,2004,Apr,Thu
Frontier,WA,3020,US-Canada Border,2007-12-01,Trucks,1387,2007,Dec,Sat
Raymond,MT,3301,US-Canada Border,2001-08-01,Personal Vehicles,3716,2001,Aug,Wed
Calexico East,CA,2507,US-Mexico Border,2017-12-01,Personal Vehicles,319442,2017,Dec,Fri
Fort Fairfield,ME,107,US-Canada Border,1996-11-01,Pedestrians,4,1996,Nov,Fri
Frontier,WA,3020,US-Canada Border,2007-07-01,Trucks,1824,2007,Jul,Sun
Frontier,WA,3020,US-Canada Border,1999-12-01,Rail Containers Full,178,1999,Dec,Wed
Sault Sainte Marie,MI,3803,US-Canada Border,2007-04-01,Rail Containers Empty,1316,2007,Apr,Sun
Tornillo-Fabens,TX,2404,US-Mexico Border,2012-07-01,Personal Vehicles,25938,2012,Jul,Sun
Roosville,MT,3318,US-Canada Border,2017-11-01,Pedestrians,1,2017,Nov,Wed
Fort Kent,ME,110,US-Canada Border,2012-04-01,Bus Passengers,40,2012,Apr,Sun
Pinecreek,MN,3425,US-Canada Border,2019-07-01,Personal Vehicle Passengers,745,2019,Jul,Mon
Metaline Falls,WA,3025,US-Canada Border,2002-08-01,Trucks,352,2002,Aug,Thu
Nogales,AZ,2604,US-Mexico Border,2007-04-01,Rail Containers Empty,1904,2007,Apr,Sun
Van Buren,ME,108,US-Canada Border,2015-11-01,Trains,30,2015,Nov,Sun
Madawaska,ME,109,US-Canada Border,2016-11-01,Truck Containers Full,400,2016,Nov,Tue
Lynden,WA,3023,US-Canada Border,2009-01-01,Trucks,6452,2009,Jan,Thu
Lukeville,AZ,2602,US-Mexico Border,1999-10-01,Truck Containers Empty,22,1999,Oct,Fri
Fort Kent,ME,110,US-Canada Border,2011-11-01,Bus Passengers,29,2011,Nov,Tue
Roosville,MT,3318,US-Canada Border,2006-10-01,Trucks,1572,2006,Oct,Sun
Eagle Pass,TX,2303,US-Mexico Border,2008-07-01,Rail Containers Empty,8326,2008,Jul,Tue
Westhope,ND,3419,US-Canada Border,2015-08-01,Truck Containers Full,19,2015,Aug,Sat
Rio Grande City,TX,2307,US-Mexico Border,2019-02-01,Pedestrians,6376,2019,Feb,Fri
Laredo,TX,2304,US-Mexico Border,1999-05-01,Trucks,119137,1999,May,Sat
Calais,ME,115,US-Canada Border,1999-10-01,Rail Containers Full,43,1999,Oct,Fri
Carbury,ND,3421,US-Canada Border,2009-09-01,Trucks,48,2009,Sep,Tue
Point Roberts,WA,3017,US-Canada Border,2009-02-01,Buses,100,2009,Feb,Sun
Calexico,CA,2503,US-Mexico Border,2000-09-01,Buses,150,2000,Sep,Fri
Antler,ND,3413,US-Canada Border,1997-08-01,Trucks,78,1997,Aug,Fri
Turner,MT,3306,US-Canada Border,2019-02-01,Pedestrians,16,2019,Feb,Fri
Fort Kent,ME,110,US-Canada Border,2015-09-01,Pedestrians,100,2015,Sep,Tue
Lukeville,AZ,2602,US-Mexico Border,2005-06-01,Truck Containers Empty,60,2005,Jun,Wed
Point Roberts,WA,3017,US-Canada Border,2014-10-01,Trucks,1747,2014,Oct,Wed
Eastport,ME,103,US-Canada Border,2016-05-01,Truck Containers Empty,68,2016,May,Sun
Lynden,WA,3023,US-Canada Border,2017-04-01,Truck Containers Empty,6195,2017,Apr,Sat
Eastport,ID,3302,US-Canada Border,2003-11-01,Trucks,2882,2003,Nov,Sat
Alcan,AK,3104,US-Canada Border,1999-08-01,Bus Passengers,4564,1999,Aug,Sun
Warroad,MN,3423,US-Canada Border,2013-03-01,Train Passengers,548,2013,Mar,Fri
Highgate Springs-Alburg,VT,212,US-Canada Border,2013-01-01,Truck Containers Empty,1666,2013,Jan,Tue
Porthill,ID,3308,US-Canada Border,1996-09-01,Buses,3,1996,Sep,Sun
Richford,VT,203,US-Canada Border,2007-09-01,Truck Containers Full,489,2007,Sep,Sat
Columbus,NM,2406,US-Mexico Border,2002-01-01,Truck Containers Empty,94,2002,Jan,Tue
Calais,ME,115,US-Canada Border,2003-03-01,Personal Vehicle Passengers,166233,2003,Mar,Sat
Laurier,WA,3016,US-Canada Border,2002-04-01,Buses,10,2002,Apr,Mon
Champlain-Rouses Point,NY,712,US-Canada Border,2018-04-01,Train Passengers,2120,2018,Apr,Sun
Blaine,WA,3004,US-Canada Border,1997-12-01,Train Passengers,2804,1997,Dec,Mon
Opheim,MT,3317,US-Canada Border,2005-01-01,Bus Passengers,50,2005,Jan,Sat
Sault Sainte Marie,MI,3803,US-Canada Border,2005-11-01,Personal Vehicles,62283,2005,Nov,Tue
Champlain-Rouses Point,NY,712,US-Canada Border,1999-11-01,Train Passengers,2163,1999,Nov,Mon
Champlain-Rouses Point,NY,712,US-Canada Border,2020-02-01,Rail Containers Empty,431,2020,Feb,Sat
Sweetgrass,MT,3310,US-Canada Border,2005-07-01,Trucks,9107,2005,Jul,Fri
Piegan,MT,3316,US-Canada Border,2015-09-01,Personal Vehicle Passengers,27809,2015,Sep,Tue
Eastport,ME,103,US-Canada Border,2019-11-01,Personal Vehicles,8785,2019,Nov,Fri
Porthill,ID,3308,US-Canada Border,2013-03-01,Personal Vehicle Passengers,22753,2013,Mar,Fri
Pembina,ND,3401,US-Canada Border,2012-04-01,Rail Containers Empty,3305,2012,Apr,Sun
Fort Kent,ME,110,US-Canada Border,2009-12-01,Pedestrians,207,2009,Dec,Tue
Blaine,WA,3004,US-Canada Border,2010-01-01,Rail Containers Empty,4887,2010,Jan,Fri
Roosville,MT,3318,US-Canada Border,2010-02-01,Trucks,698,2010,Feb,Mon
Port Huron,MI,3802,US-Canada Border,1996-08-01,Truck Containers Empty,4357,1996,Aug,Thu
Eastport,ME,103,US-Canada Border,2011-07-01,Buses,14,2011,Jul,Fri
Turner,MT,3306,US-Canada Border,2005-09-01,Personal Vehicles,251,2005,Sep,Thu
Hannah,ND,3408,US-Canada Border,2013-03-01,Trucks,2,2013,Mar,Fri
Sarles,ND,3409,US-Canada Border,2009-05-01,Bus Passengers,12,2009,May,Fri
Del Bonita,MT,3322,US-Canada Border,2018-06-01,Personal Vehicles,2734,2018,Jun,Fri
Calais,ME,115,US-Canada Border,2009-01-01,Rail Containers Empty,10,2009,Jan,Thu
Pembina,ND,3401,US-Canada Border,2019-11-01,Rail Containers Empty,1162,2019,Nov,Fri
Turner,MT,3306,US-Canada Border,2015-11-01,Personal Vehicles,726,2015,Nov,Sun
Columbus,NM,2406,US-Mexico Border,2004-02-01,Truck Containers Empty,74,2004,Feb,Sun
Piegan,MT,3316,US-Canada Border,1997-08-01,Truck Containers Full,179,1997,Aug,Fri
Highgate Springs-Alburg,VT,212,US-Canada Border,2002-01-01,Truck Containers Empty,136,2002,Jan,Tue
Nogales,AZ,2604,US-Mexico Border,1996-10-01,Truck Containers Empty,6115,1996,Oct,Tue
Port Angeles,WA,3007,US-Canada Border,2017-01-01,Trucks,31,2017,Jan,Sun
Piegan,MT,3316,US-Canada Border,2003-04-01,Personal Vehicles,4567,2003,Apr,Tue
Noonan,ND,3420,US-Canada Border,2009-03-01,Personal Vehicle Passengers,3737,2009,Mar,Sun
Lukeville,AZ,2602,US-Mexico Border,2002-05-01,Trucks,137,2002,May,Wed
Santa Teresa,NM,2408,US-Mexico Border,2011-03-01,Pedestrians,8584,2011,Mar,Tue
Sweetgrass,MT,3310,US-Canada Border,2011-12-01,Truck Containers Empty,2130,2011,Dec,Thu
San Ysidro,CA,2504,US-Mexico Border,2015-11-01,Buses,4412,2015,Nov,Sun
Roosville,MT,3318,US-Canada Border,2008-06-01,Personal Vehicles,11307,2008,Jun,Sun
Morgan,MT,3319,US-Canada Border,1998-05-01,Truck Containers Empty,6,1998,May,Fri
Buffalo-Niagara Falls,NY,901,US-Canada Border,2017-11-01,Train Passengers,1360,2017,Nov,Wed
Eagle Pass,TX,2303,US-Mexico Border,1996-01-01,Rail Containers Full,3059,1996,Jan,Mon
Pembina,ND,3401,US-Canada Border,2017-01-01,Rail Containers Empty,1782,2017,Jan,Sun
Bridgewater,ME,127,US-Canada Border,2004-03-01,Personal Vehicle Passengers,11321,2004,Mar,Mon
Sweetgrass,MT,3310,US-Canada Border,2015-01-01,Buses,15,2015,Jan,Thu
Roma,TX,2310,US-Mexico Border,2008-07-01,Bus Passengers,3311,2008,Jul,Tue
Dalton Cache,AK,3106,US-Canada Border,2007-06-01,Truck Containers Empty,21,2007,Jun,Fri
Blaine,WA,3004,US-Canada Border,2008-07-01,Buses,1620,2008,Jul,Tue
Detroit,MI,3801,US-Canada Border,2011-11-01,Rail Containers Empty,5398,2011,Nov,Tue
Fort Fairfield,ME,107,US-Canada Border,2008-06-01,Personal Vehicles,14508,2008,Jun,Sun
Limestone,ME,118,US-Canada Border,2012-03-01,Truck Containers Full,19,2012,Mar,Thu
Sarles,ND,3409,US-Canada Border,2010-07-01,Buses,10,2010,Jul,Thu
Trout River,NY,715,US-Canada Border,1999-06-01,Truck Containers Empty,116,1999,Jun,Tue
Highgate Springs-Alburg,VT,212,US-Canada Border,2011-09-01,Rail Containers Full,578,2011,Sep,Thu
Del Bonita,MT,3322,US-Canada Border,1996-06-01,Truck Containers Full,48,1996,Jun,Sat
Beecher Falls,VT,206,US-Canada Border,2005-03-01,Bus Passengers,48,2005,Mar,Tue
Danville,WA,3012,US-Canada Border,1997-09-01,Personal Vehicles,8238,1997,Sep,Mon
Highgate Springs-Alburg,VT,212,US-Canada Border,1999-05-01,Personal Vehicle Passengers,78261,1999,May,Sat
Piegan,MT,3316,US-Canada Border,2004-02-01,Trucks,104,2004,Feb,Sun
Tecate,CA,2505,US-Mexico Border,2005-12-01,Bus Passengers,498,2005,Dec,Thu
Hidalgo,TX,2305,US-Mexico Border,2015-10-01,Personal Vehicles,389691,2015,Oct,Thu
Andrade,CA,2502,US-Mexico Border,2004-04-01,Pedestrians,160720,2004,Apr,Thu
Point Roberts,WA,3017,US-Canada Border,1996-10-01,Trucks,574,1996,Oct,Tue
Opheim,MT,3317,US-Canada Border,2010-07-01,Trucks,18,2010,Jul,Thu
Ambrose,ND,3410,US-Canada Border,2008-12-01,Trucks,11,2008,Dec,Mon
Point Roberts,WA,3017,US-Canada Border,2014-11-01,Personal Vehicles,91073,2014,Nov,Sat
Noyes,MN,3402,US-Canada Border,2000-04-01,Truck Containers Full,145,2000,Apr,Sat
San Luis,AZ,2608,US-Mexico Border,2005-09-01,Personal Vehicle Passengers,465092,2005,Sep,Thu
Jackman,ME,104,US-Canada Border,2007-10-01,Buses,20,2007,Oct,Mon
Walhalla,ND,3407,US-Canada Border,2006-09-01,Personal Vehicle Passengers,7835,2006,Sep,Fri
Eastport,ID,3302,US-Canada Border,2005-06-01,Rail Containers Full,6337,2005,Jun,Wed
Westhope,ND,3419,US-Canada Border,2009-12-01,Personal Vehicles,771,2009,Dec,Tue
Lukeville,AZ,2602,US-Mexico Border,1999-07-01,Personal Vehicle Passengers,114642,1999,Jul,Thu
Fort Kent,ME,110,US-Canada Border,2015-07-01,Personal Vehicle Passengers,23090,2015,Jul,Wed
International Falls-Ranier,MN,3604,US-Canada Border,2012-02-01,Truck Containers Full,1244,2012,Feb,Wed
Neche,ND,3404,US-Canada Border,2011-07-01,Trucks,855,2011,Jul,Fri
El Paso,TX,2402,US-Mexico Border,2015-06-01,Personal Vehicle Passengers,1625931,2015,Jun,Mon
Metaline Falls,WA,3025,US-Canada Border,1996-12-01,Personal Vehicle Passengers,2887,1996,Dec,Sun
El Paso,TX,2402,US-Mexico Border,2012-11-01,Truck Containers Empty,27440,2012,Nov,Thu
Port Angeles,WA,3007,US-Canada Border,2014-11-01,Buses,3,2014,Nov,Sat
Brownsville,TX,2301,US-Mexico Border,2018-08-01,Bus Passengers,4936,2018,Aug,Wed
Houlton,ME,106,US-Canada Border,1996-05-01,Trucks,7804,1996,May,Wed
Derby Line,VT,209,US-Canada Border,2009-03-01,Truck Containers Empty,1786,2009,Mar,Sun
Grand Portage,MN,3613,US-Canada Border,2011-05-01,Truck Containers Empty,573,2011,May,Sun
Fortuna,ND,3417,US-Canada Border,2017-08-01,Trucks,327,2017,Aug,Tue
Baudette,MN,3424,US-Canada Border,2004-12-01,Bus Passengers,466,2004,Dec,Wed
Bridgewater,ME,127,US-Canada Border,2008-03-01,Buses,1,2008,Mar,Sat
Limestone,ME,118,US-Canada Border,2007-07-01,Personal Vehicle Passengers,6584,2007,Jul,Sun
Wildhorse,MT,3323,US-Canada Border,2005-08-01,Personal Vehicle Passengers,6621,2005,Aug,Mon
Roma,TX,2310,US-Mexico Border,2004-08-01,Truck Containers Full,480,2004,Aug,Sun
Grand Portage,MN,3613,US-Canada Border,1998-01-01,Buses,109,1998,Jan,Thu
Maida,ND,3416,US-Canada Border,2008-09-01,Personal Vehicles,1011,2008,Sep,Mon
Turner,MT,3306,US-Canada Border,2007-10-01,Personal Vehicles,627,2007,Oct,Mon
Sumas,WA,3009,US-Canada Border,1997-12-01,Train Passengers,372,1997,Dec,Mon
Derby Line,VT,209,US-Canada Border,2012-09-01,Pedestrians,40,2012,Sep,Sat
Frontier,WA,3020,US-Canada Border,2014-10-01,Truck Containers Empty,648,2014,Oct,Wed
Warroad,MN,3423,US-Canada Border,2014-03-01,Buses,41,2014,Mar,Sat
St. John,ND,3405,US-Canada Border,2014-01-01,Trucks,16,2014,Jan,Wed
Laurier,WA,3016,US-Canada Border,2002-07-01,Trucks,647,2002,Jul,Mon
Presidio,TX,2403,US-Mexico Border,2007-03-01,Train Passengers,1,2007,Mar,Thu
Otay Mesa,CA,2506,US-Mexico Border,2018-05-01,Pedestrians,282643,2018,May,Tue
Sasabe,AZ,2606,US-Mexico Border,2001-05-01,Personal Vehicles,3327,2001,May,Tue
Derby Line,VT,209,US-Canada Border,1998-05-01,Truck Containers Full,1074,1998,May,Fri
International Falls-Ranier,MN,3604,US-Canada Border,2008-09-01,Trucks,2127,2008,Sep,Mon
Alcan,AK,3104,US-Canada Border,2007-05-01,Pedestrians,2,2007,May,Tue
Hansboro,ND,3415,US-Canada Border,2000-11-01,Personal Vehicle Passengers,1548,2000,Nov,Wed
Roseau,MN,3426,US-Canada Border,2015-05-01,Truck Containers Empty,218,2015,May,Fri
Vanceboro,ME,105,US-Canada Border,1999-07-01,Pedestrians,9,1999,Jul,Thu
Highgate Springs-Alburg,VT,212,US-Canada Border,2009-01-01,Personal Vehicles,29153,2009,Jan,Thu
Nogales,AZ,2604,US-Mexico Border,2005-02-01,Rail Containers Full,2257,2005,Feb,Tue
Lynden,WA,3023,US-Canada Border,2003-12-01,Personal Vehicles,36560,2003,Dec,Mon
Pembina,ND,3401,US-Canada Border,2004-02-01,Personal Vehicle Passengers,37092,2004,Feb,Sun
Trout River,NY,715,US-Canada Border,2011-12-01,Personal Vehicle Passengers,21478,2011,Dec,Thu
El Paso,TX,2402,US-Mexico Border,2000-06-01,Trucks,63225,2000,Jun,Thu
Baudette,MN,3424,US-Canada Border,2000-08-01,Truck Containers Empty,247,2000,Aug,Tue
Porthill,ID,3308,US-Canada Border,2009-03-01,Personal Vehicles,10700,2009,Mar,Sun
Derby Line,VT,209,US-Canada Border,2003-11-01,Personal Vehicle Passengers,77974,2003,Nov,Sat
Portland,ME,101,US-Canada Border,2002-08-01,Truck Containers Full,13,2002,Aug,Thu
Frontier,WA,3020,US-Canada Border,2002-07-01,Buses,9,2002,Jul,Mon
Hidalgo,TX,2305,US-Mexico Border,1999-10-01,Truck Containers Empty,10929,1999,Oct,Fri
Fort Kent,ME,110,US-Canada Border,2001-02-01,Truck Containers Empty,33,2001,Feb,Thu
Hansboro,ND,3415,US-Canada Border,2009-12-01,Bus Passengers,251,2009,Dec,Tue
Pinecreek,MN,3425,US-Canada Border,2009-05-01,Personal Vehicle Passengers,920,2009,May,Fri
Northgate,ND,3406,US-Canada Border,2008-08-01,Personal Vehicles,2443,2008,Aug,Fri
Douglas,AZ,2601,US-Mexico Border,1997-09-01,Personal Vehicle Passengers,379226,1997,Sep,Mon
Presidio,TX,2403,US-Mexico Border,2011-08-01,Personal Vehicles,48049,2011,Aug,Mon
Richford,VT,203,US-Canada Border,2013-07-01,Personal Vehicle Passengers,27468,2013,Jul,Mon
Lynden,WA,3023,US-Canada Border,2000-01-01,Pedestrians,83,2000,Jan,Sat
Eagle Pass,TX,2303,US-Mexico Border,2007-02-01,Truck Containers Empty,2591,2007,Feb,Thu
Norton,VT,211,US-Canada Border,1996-12-01,Bus Passengers,246,1996,Dec,Sun
Roma,TX,2310,US-Mexico Border,2006-09-01,Buses,74,2006,Sep,Fri
Van Buren,ME,108,US-Canada Border,1996-09-01,Truck Containers Empty,682,1996,Sep,Sun
Bridgewater,ME,127,US-Canada Border,2004-06-01,Truck Containers Full,956,2004,Jun,Tue
Lukeville,AZ,2602,US-Mexico Border,2001-03-01,Bus Passengers,5304,2001,Mar,Thu
Trout River,NY,715,US-Canada Border,2003-02-01,Train Passengers,86,2003,Feb,Sat
Progreso,TX,2309,US-Mexico Border,1996-06-01,Personal Vehicle Passengers,211613,1996,Jun,Sat
Progreso,TX,2309,US-Mexico Border,2007-08-01,Personal Vehicle Passengers,178593,2007,Aug,Wed
Grand Portage,MN,3613,US-Canada Border,2011-03-01,Trucks,1468,2011,Mar,Tue
Champlain-Rouses Point,NY,712,US-Canada Border,2010-07-01,Pedestrians,362,2010,Jul,Thu
Del Rio,TX,2302,US-Mexico Border,2017-08-01,Truck Containers Empty,1287,2017,Aug,Tue
Blaine,WA,3004,US-Canada Border,2013-04-01,Trains,207,2013,Apr,Mon
Port Angeles,WA,3007,US-Canada Border,2012-01-01,Personal Vehicles,1356,2012,Jan,Sun
Dalton Cache,AK,3106,US-Canada Border,2003-03-01,Personal Vehicle Passengers,1593,2003,Mar,Sat
Noonan,ND,3420,US-Canada Border,2017-07-01,Personal Vehicle Passengers,5254,2017,Jul,Sat
Skagway,AK,3103,US-Canada Border,2010-11-01,Trucks,111,2010,Nov,Mon
Derby Line,VT,209,US-Canada Border,1999-04-01,Personal Vehicles,49536,1999,Apr,Thu
Presidio,TX,2403,US-Mexico Border,2002-07-01,Bus Passengers,260,2002,Jul,Mon
Baudette,MN,3424,US-Canada Border,2006-07-01,Pedestrians,374,2006,Jul,Sat
Sumas,WA,3009,US-Canada Border,2001-02-01,Rail Containers Full,636,2001,Feb,Thu
Champlain-Rouses Point,NY,712,US-Canada Border,2006-12-01,Rail Containers Empty,917,2006,Dec,Fri
Alexandria Bay,NY,708,US-Canada Border,2003-04-01,Personal Vehicles,32450,2003,Apr,Tue
Limestone,ME,118,US-Canada Border,2006-03-01,Personal Vehicle Passengers,8503,2006,Mar,Wed
Bridgewater,ME,127,US-Canada Border,1996-01-01,Personal Vehicle Passengers,30814,1996,Jan,Mon
Rio Grande City,TX,2307,US-Mexico Border,2011-09-01,Pedestrians,4407,2011,Sep,Thu
Brownsville,TX,2301,US-Mexico Border,2014-12-01,Bus Passengers,4478,2014,Dec,Mon
Del Bonita,MT,3322,US-Canada Border,2003-07-01,Truck Containers Full,141,2003,Jul,Tue
Raymond,MT,3301,US-Canada Border,1998-08-01,Buses,3,1998,Aug,Sat
Roseau,MN,3426,US-Canada Border,2004-02-01,Trucks,723,2004,Feb,Sun
Sault Sainte Marie,MI,3803,US-Canada Border,2000-09-01,Trains,30,2000,Sep,Fri
Santa Teresa,NM,2408,US-Mexico Border,2001-08-01,Bus Passengers,151,2001,Aug,Wed
Lancaster,MN,3430,US-Canada Border,2005-02-01,Truck Containers Full,762,2005,Feb,Tue
Sweetgrass,MT,3310,US-Canada Border,1998-01-01,Pedestrians,1006,1998,Jan,Thu
Houlton,ME,106,US-Canada Border,2014-05-01,Truck Containers Full,6959,2014,May,Thu
Hannah,ND,3408,US-Canada Border,2004-11-01,Trucks,43,2004,Nov,Mon
Wildhorse,MT,3323,US-Canada Border,2014-12-01,Personal Vehicles,979,2014,Dec,Mon
Calais,ME,115,US-Canada Border,2000-08-01,Truck Containers Empty,1913,2000,Aug,Tue
Norton,VT,211,US-Canada Border,2012-05-01,Train Passengers,44,2012,May,Tue
Derby Line,VT,209,US-Canada Border,2018-04-01,Personal Vehicle Passengers,52268,2018,Apr,Sun
Tornillo-Fabens,TX,2404,US-Mexico Border,2018-02-01,Pedestrians,3532,2018,Feb,Thu
Dalton Cache,AK,3106,US-Canada Border,2004-12-01,Truck Containers Empty,26,2004,Dec,Wed
Roosville,MT,3318,US-Canada Border,2007-05-01,Truck Containers Empty,43,2007,May,Tue
Douglas,AZ,2601,US-Mexico Border,1998-01-01,Bus Passengers,310,1998,Jan,Thu
Danville,WA,3012,US-Canada Border,1996-11-01,Personal Vehicles,7401,1996,Nov,Fri
Ketchikan,AK,3102,US-Canada Border,2007-04-01,Truck Containers Full,12,2007,Apr,Sun
Sault Sainte Marie,MI,3803,US-Canada Border,2012-07-01,Trucks,3460,2012,Jul,Sun
Anacortes,WA,3010,US-Canada Border,2006-06-01,Personal Vehicles,2609,2006,Jun,Thu
Eastport,ID,3302,US-Canada Border,2020-02-01,Rail Containers Empty,496,2020,Feb,Sat
Van Buren,ME,108,US-Canada Border,1996-05-01,Buses,6,1996,May,Wed
Del Rio,TX,2302,US-Mexico Border,2009-08-01,Personal Vehicle Passengers,198571,2009,Aug,Sat
Roma,TX,2310,US-Mexico Border,2006-10-01,Personal Vehicles,89067,2006,Oct,Sun
Baudette,MN,3424,US-Canada Border,2008-07-01,Bus Passengers,15,2008,Jul,Tue
Progreso,TX,2309,US-Mexico Border,2000-07-01,Personal Vehicles,91485,2000,Jul,Sat
Whitlash,MT,3321,US-Canada Border,2003-02-01,Truck Containers Full,45,2003,Feb,Sat
Warroad,MN,3423,US-Canada Border,2015-01-01,Train Passengers,680,2015,Jan,Thu
Scobey,MT,3309,US-Canada Border,2013-08-01,Personal Vehicle Passengers,1747,2013,Aug,Thu
Hannah,ND,3408,US-Canada Border,2002-04-01,Truck Containers Empty,2,2002,Apr,Mon
Raymond,MT,3301,US-Canada Border,2011-05-01,Bus Passengers,67,2011,May,Sun
Fort Kent,ME,110,US-Canada Border,2002-09-01,Pedestrians,1651,2002,Sep,Sun
Metaline Falls,WA,3025,US-Canada Border,2012-01-01,Personal Vehicle Passengers,3700,2012,Jan,Sun
Lancaster,MN,3430,US-Canada Border,2008-01-01,Bus Passengers,8,2008,Jan,Tue
San Ysidro,CA,2504,US-Mexico Border,1999-09-01,Pedestrians,627532,1999,Sep,Wed
Roosville,MT,3318,US-Canada Border,2011-01-01,Personal Vehicles,8832,2011,Jan,Sat
Highgate Springs-Alburg,VT,212,US-Canada Border,2006-08-01,Personal Vehicles,51344,2006,Aug,Tue
Highgate Springs-Alburg,VT,212,US-Canada Border,2001-12-01,Buses,191,2001,Dec,Sat
Northgate,ND,3406,US-Canada Border,2004-11-01,Personal Vehicles,953,2004,Nov,Mon
Detroit,MI,3801,US-Canada Border,2008-03-01,Rail Containers Full,13485,2008,Mar,Sat
Sumas,WA,3009,US-Canada Border,1998-12-01,Trucks,7425,1998,Dec,Tue
Danville,WA,3012,US-Canada Border,2018-05-01,Trucks,64,2018,May,Tue
Boundary,WA,3015,US-Canada Border,2019-12-01,Truck Containers Empty,20,2019,Dec,Sun
Van Buren,ME,108,US-Canada Border,2012-11-01,Pedestrians,12,2012,Nov,Thu
Sherwood,ND,3414,US-Canada Border,2015-12-01,Truck Containers Full,15,2015,Dec,Tue
Eastport,ID,3302,US-Canada Border,2011-07-01,Personal Vehicle Passengers,46209,2011,Jul,Fri
Dalton Cache,AK,3106,US-Canada Border,2018-08-01,Bus Passengers,391,2018,Aug,Wed
Laurier,WA,3016,US-Canada Border,2002-03-01,Buses,7,2002,Mar,Fri
Frontier,WA,3020,US-Canada Border,2019-04-01,Truck Containers Full,696,2019,Apr,Mon
Sault Sainte Marie,MI,3803,US-Canada Border,2007-05-01,Personal Vehicles,74048,2007,May,Tue
Buffalo-Niagara Falls,NY,901,US-Canada Border,2018-11-01,Train Passengers,1157,2018,Nov,Thu
Walhalla,ND,3407,US-Canada Border,2002-02-01,Personal Vehicles,2309,2002,Feb,Fri
Point Roberts,WA,3017,US-Canada Border,1996-03-01,Personal Vehicle Passengers,141842,1996,Mar,Fri
Nogales,AZ,2604,US-Mexico Border,1996-03-01,Truck Containers Empty,4708,1996,Mar,Fri
Warroad,MN,3423,US-Canada Border,2013-11-01,Truck Containers Empty,488,2013,Nov,Fri
San Luis,AZ,2608,US-Mexico Border,1996-10-01,Trucks,3719,1996,Oct,Tue
Laredo,TX,2304,US-Mexico Border,2006-10-01,Pedestrians,339852,2006,Oct,Sun
Turner,MT,3306,US-Canada Border,2001-05-01,Personal Vehicles,403,2001,May,Tue
Van Buren,ME,108,US-Canada Border,2002-09-01,Personal Vehicle Passengers,41150,2002,Sep,Sun
Laredo,TX,2304,US-Mexico Border,2001-05-01,Trucks,125059,2001,May,Tue
Bridgewater,ME,127,US-Canada Border,2004-04-01,Truck Containers Full,1082,2004,Apr,Thu
